marca_original,marca_corregida,marca_key,es_sin_marca
Serpis,Serpis,SERPIS,False
Sharpie,Sharpie,SHARPIE,False
Sharpie. Acuacolor,Sharpie. Acuacolor,SHARPIE. ACUACOLOR,False
Sidral Aga,Sidral Aga,SIDRAL AGA,False
Sidral Mundet,Sidral Mundet,SIDRAL MUNDET,False
Sidral Mundet Light,Sidral Mundet Light,SIDRAL MUNDET LIGHT,False
Siglo,Siglo,SIGLO,False
Simply Basic,Simply Basic,SIMPLY BASIC,False
Smart,Smart,SMART,False
Soberano,Soberano,SOBERANO,False
Sol,Sol,SOL,False
Sol de Oro,Sol de Oro,SOL DE ORO,False
Sony,Sony,SONY,False
Sony. Bravia,Sony. Bravia,SONY. BRAVIA,False
Soriana,Soriana,SORIANA,False
Sos,Sos,SOS,False
Special K. Kellogg's,Special K. Kellogg's,SPECIAL K. KELLOGG'S,False
Special K. Kellogg?s,Special K. Kellogg´s,SPECIAL K. KELLOGG S,False
Special K. Kellogg´s,Special K. Kellogg´s,SPECIAL K. KELLOGG S,False
Speed Stick,Speed Stick,SPEED STICK,False
Spin Master,Spin Master,SPIN MASTER,False
Splenda,Splenda,SPLENDA,False
Splenda. Stevia,Splenda. Stevia,SPLENDA. STEVIA,False
Sprite,Sprite,SPRITE,False
Squirt,Squirt,SQUIRT,False
Staedtler,Staedtler,STAEDTLER,False
Staedtler. Mars Plastic,Staedtler. Mars Plastic,STAEDTLER. MARS PLASTIC,False
Staedtler. Norica,Staedtler. Norica,STAEDTLER. NORICA,False
Staedtler. Noris,Staedtler. Noris,STAEDTLER. NORIS,False
Star Milk. Premium,Star Milk. Premium,STAR MILK. PREMIUM,False
Stefano,Stefano,STEFANO,False
Stf,Stf,STF,False
Suavel,Suavel,SUAVEL,False
Suavel. con Aroma,Suavel. con Aroma,SUAVEL. CON AROMA,False
Suavitel,Suavitel,SUAVITEL,False
Sukarne,Sukarne,SUKARNE,False
Sunbeam,Sunbeam,SUNBEAM,False
Sunny,Sunny,SUNNY,False
Super Value,Super Value,SUPER VALUE,False
Supra Med,Supra Med,SUPRA MED,False
Svetia,Svetia,SVETIA,False
Swingline,Swingline,SWINGLINE,False
Súper Value,Súper Value,SUPER VALUE,False
T-fal,T-fal,T-FAL,False
T-fal Steam Essential,T-fal Steam Essential,T-FAL STEAM ESSENTIAL,False
T-fal. Access Steam Easy,T-fal. Access Steam Easy,T-FAL. ACCESS STEAM EASY,False
T-fal. Access Steam Force,T-fal. Access Steam Force,T-FAL. ACCESS STEAM FORCE,False
T-fal. Air Maxx,T-fal. Air Maxx,T-FAL. AIR MAXX,False
T-fal. Air Maxx Repelente,T-fal. Air Maxx Repelente,T-FAL. AIR MAXX REPELENTE,False
T-fal. Air Maxx. Repelente,T-fal. Air Maxx. Repelente,T-FAL. AIR MAXX. REPELENTE,False
T-fal. Blendforce,T-fal. Blendforce,T-FAL. BLENDFORCE,False
T-fal. Compact Easy,T-fal. Compact Easy,T-FAL. COMPACT EASY,False
T-fal. Cool Touch,T-fal. Cool Touch,T-FAL. COOL TOUCH,False
T-fal. Easy Fry Xl,T-fal. Easy Fry Xl,T-FAL. EASY FRY XL,False
T-fal. Easy Fry&grill,T-fal. Easy Fry&grill,T-FAL. EASY FRY&GRILL,False
T-fal. Easy Steam,T-fal. Easy Steam,T-FAL. EASY STEAM,False
T-fal. Eco Master,T-fal. Eco Master,T-FAL. ECO MASTER,False
T-fal. Elegance,T-fal. Elegance,T-FAL. ELEGANCE,False
T-fal. Element,T-fal. Element,T-FAL. ELEMENT,False
T-fal. Express Easy,T-fal. Express Easy,T-FAL. EXPRESS EASY,False
T-fal. Express Steam,T-fal. Express Steam,T-FAL. EXPRESS STEAM,False
T-fal. Express Steam +,T-fal. Express Steam +,T-FAL. EXPRESS STEAM +,False
T-fal. Frutelia Plus,T-fal. Frutelia Plus,T-FAL. FRUTELIA PLUS,False
T-fal. Grand Café,T-fal. Grand Café,T-FAL. GRAND CAFE,False
T-fal. Heliora Grande,T-fal. Heliora Grande,T-FAL. HELIORA GRANDE,False
T-fal. Heliora Petit,T-fal. Heliora Petit,T-FAL. HELIORA PETIT,False
T-fal. Infiny Force Xl,T-fal. Infiny Force Xl,T-FAL. INFINY FORCE XL,False
T-fal. Infrared Air Fryer,T-fal. Infrared Air Fryer,T-FAL. INFRARED AIR FRYER,False
T-fal. Juice Express,T-fal. Juice Express,T-FAL. JUICE EXPRESS,False
T-fal. Mix,T-fal. Mix,T-FAL. MIX,False
T-fal. Power Press,T-fal. Power Press,T-FAL. POWER PRESS,False
T-fal. Pro Style One,T-fal. Pro Style One,T-FAL. PRO STYLE ONE,False
T-fal. Puregliss,T-fal. Puregliss,T-FAL. PUREGLISS,False
T-fal. Quick Mix,T-fal. Quick Mix,T-FAL. QUICK MIX,False
T-fal. Removable Ez Clean,T-fal. Removable Ez Clean,T-FAL. REMOVABLE EZ CLEAN,False
T-fal. Secure,T-fal. Secure,T-FAL. SECURE,False
T-fal. Sense,T-fal. Sense,T-FAL. SENSE,False
T-fal. Silence Force,T-fal. Silence Force,T-FAL. SILENCE FORCE,False
T-fal. Silence Force. Repelente,T-fal. Silence Force. Repelente,T-FAL. SILENCE FORCE. REPELENTE,False
T-fal. Turbo Power,T-fal. Turbo Power,T-FAL. TURBO POWER,False
T-fal. Turbo Press,T-fal. Turbo Press,T-FAL. TURBO PRESS,False
T-fal. Turbomix Max,T-fal. Turbomix Max,T-FAL. TURBOMIX MAX,False
T-fal. Turbomix Max 4 en 1,T-fal. Turbomix Max 4 en 1,T-FAL. TURBOMIX MAX 4 EN 1,False
T-fal. Turbopro,T-fal. Turbopro,T-FAL. TURBOPRO,False
T-fal. Ultra Inox,T-fal. Ultra Inox,T-FAL. ULTRA INOX,False
T-fal. Ultra Silence Force,T-fal. Ultra Silence Force,T-FAL. ULTRA SILENCE FORCE,False
T-fal. Ultra-compact,T-fal. Ultra-compact,T-FAL. ULTRA-COMPACT,False
T-fal. Ultraforce,T-fal. Ultraforce,T-FAL. ULTRAFORCE,False
T-fal. Ultragliss Anti-calc Plus,T-fal. Ultragliss Anti-calc Plus,T-FAL. ULTRAGLISS ANTI-CALC PLUS,False
T-fal. Ultragliss Plus,T-fal. Ultragliss Plus,T-FAL. ULTRAGLISS PLUS,False
Tabasco,Tabasco,TABASCO,False
Taj?n. Cl?sico,Tajín. Clásico,TAJIN. CLASICO,False
Tajín. Clásico,Tajín. Clásico,TAJIN. CLASICO,False
Tamariz,Tamariz,TAMARIZ,False
Tamariz. Natura,Tamariz. Natura,TAMARIZ. NATURA,False
Tampax,Tampax,TAMPAX,False
Tang,Tang,TANG,False
Taurus,Taurus,TAURUS,False
Tcl,Tcl,TCL,False
Teatrical,Teatrical,TEATRICAL,False
Tecate,Tecate,TECATE,False
Tecate 0.0,Tecate 0.0,TECATE 0.0,False
Tech Deck,Tech Deck,TECH DECK,False
Tehuac?n,Tehuacán,TEHUACAN,False
Tehuacán,Tehuacán,TEHUACAN,False
Teka,Teka,TEKA,False
Ten Stars,Ten Stars,TEN STARS,False
Tena,Tena,TENA,False
Tena Lady Discret,Tena Lady Discret,TENA LADY DISCRET,False
Tepeyac,Tepeyac,TEPEYAC,False
Tersso,Tersso,TERSSO,False
Tom Cherry,Tom Cherry,TOM CHERRY,False
Topo Chico,Topo Chico,TOPO CHICO,False
Torres 10,Torres 10,TORRES 10,False
Tortillinas T?a Rosa,Tortillinas Tía Rosa,TORTILLINAS TIA ROSA,False
Tortillinas Tia Rosa,Tortillinas Tia Rosa,TORTILLINAS TIA ROSA,False
Tortillinas Tía Rosa,Tortillinas Tía Rosa,TORTILLINAS TIA ROSA,False
Tostitos,Tostitos,TOSTITOS,False
Tramontina,Tramontina,TRAMONTINA,False
Tres Coronas,Tres Coronas,TRES CORONAS,False
Tres Coronas Oro Dulce,Tres Coronas Oro Dulce,TRES CORONAS ORO DULCE,False
Tres Estrellas,Tres Estrellas,TRES ESTRELLAS,False
Tucan,Tucan,TUCAN,False
Tuk,Tuk,TUK,False
Tuny,Tuny,TUNY,False
Turin,Turin,TURIN,False
Turin. Cereza,Turin. Cereza,TURIN. CEREZA,False
Turkey Supreme,Turkey Supreme,TURKEY SUPREME,False
Turking,Turking,TURKING,False
Turmix,Turmix,TURMIX,False
Turín. Zero Sugar,Turín. Zero Sugar,TURIN. ZERO SUGAR,False
Uhu. Stic,Uhu. Stic,UHU. STIC,False
Upak. Disney. Mickey y Amigos. Clave: 5136531214,Upak. Disney. Mickey y Amigos. Clave: 5136531214,UPAK. DISNEY. MICKEY Y AMIGOS. CLAVE: 5136531214,False
Upak. Marvel. Spider Man. Clave: 5136531013,Upak. Marvel. Spider Man. Clave: 5136531013,UPAK. MARVEL. SPIDER MAN. CLAVE: 5136531013,False
Upak. Stich. Clave: 5136531015,Upak. Stich. Clave: 5136531015,UPAK. STICH. CLAVE: 5136531015,False
Upak. The Fantastic 4. Clave: 5136531012,Upak. The Fantastic 4. Clave: 5136531012,UPAK. THE FANTASTIC 4. CLAVE: 5136531012,False
V8 Splash. Orange Carrot,V8 Splash. Orange Carrot,V8 SPLASH. ORANGE CARROT,False
Vaca Pinta,Vaca Pinta,VACA PINTA,False
Valentina,Valentina,VALENTINA,False
Valle Redondo,Valle Redondo,VALLE REDONDO,False
Valley Foods,Valley Foods,VALLEY FOODS,False
Valley Foods. Fresh,Valley Foods. Fresh,VALLEY FOODS. FRESH,False
Vanart,Vanart,VANART,False
Vasconia,Vasconia,VASCONIA,False
Vaseline,Vaseline,VASELINE,False
Vasenol,Vasenol,VASENOL,False
Veet,Veet,VEET,False
Vel Rosita,Vel Rosita,VEL ROSITA,False
Venus,Venus,VENUS,False
Venus.rosa,Venus.rosa,VENUS.ROSA,False
Verbatim (12x),Verbatim (12x),VERBATIM (12X),False
Verbatim (52x),Verbatim (52x),VERBATIM (52X),False
Verbatim 4.7 G.b. (16x),Verbatim 4.7 G.b. (16x),VERBATIM 4.7 G.B. (16X),False
Verde Valle,Verde Valle,VERDE VALLE,False
Vesta,Vesta,VESTA,False
Victoria,Victoria,VICTORIA,False
Villa Campo,Villa Campo,VILLA CAMPO,False
Villacampo,Villacampo,VILLACAMPO,False
Vinci,Vinci,VINCI,False
Vinci Modelina,Vinci Modelina,VINCI MODELINA,False
Vinci. Flexi Mediano,Vinci. Flexi Mediano,VINCI. FLEXI MEDIANO,False
Virginians Turkey,Virginians Turkey,VIRGINIANS TURKEY,False
Vita Real,Vita Real,VITA REAL,False
VitaLínea,VitaLínea,VITALINEA,False
Vital?nea,VitaLínea,VITALINEA,False
Vitalínea,Vitalínea,VITALINEA,False
Vitascom,Vitascom,VITASCOM,False
Viva,Viva,VIVA,False
Viva. Fresca Lavanda,Viva. Fresca Lavanda,VIVA. FRESCA LAVANDA,False
Vividel. Vinci,Vividel. Vinci,VIVIDEL. VINCI,False
Viña Maipo,Viña Maipo,VINA MAIPO,False
Viña Maipo. Rose,Viña Maipo. Rose,VINA MAIPO. ROSE,False
Vogue,Vogue,VOGUE,False
Vogue. con Aroma a Manzanilla,Vogue. con Aroma a Manzanilla,VOGUE. CON AROMA A MANZANILLA,False
Wand's,Wand's,WAND'S,False
Wand?s,Wand´s,WAND S,False
Wand´s,Wand´s,WAND S,False
Weber's,Weber's,WEBER'S,False
Weber?s,Weber´s,WEBER S,False
Weber´s,Weber´s,WEBER S,False
Wella Koleston. 40,Wella Koleston. 40,WELLA KOLESTON. 40,False
Wella. Koleston. 20,Wella. Koleston. 20,WELLA. KOLESTON. 20,False
Wella. Soft. 40,Wella. Soft. 40,WELLA. SOFT. 40,False
Whirlpool,Whirlpool,WHIRLPOOL,False
Whirpool,Whirpool,WHIRPOOL,False
William Lawson's,William Lawson's,WILLIAM LAWSON'S,False
William Lawson?s,William Lawson´s,WILLIAM LAWSON S,False
William Lawson´s,William Lawson´s,WILLIAM LAWSON S,False
Winia,Winia,WINIA,False
Worcestershire Crosse & Blackwell,Worcestershire Crosse & Blackwell,WORCESTERSHIRE CROSSE & BLACKWELL,False
World Table,World Table,WORLD TABLE,False
X-a. Domecq,X-a. Domecq,X-A. DOMECQ,False
X-a. Vinos Domecq,X-a. Vinos Domecq,X-A. VINOS DOMECQ,False
Xiaomi,Xiaomi,XIAOMI,False
Xignal,Xignal,XIGNAL,False
Xtreme,Xtreme,XTREME,False
Yaber,Yaber,YABER,False
Yaqui,Yaqui,YAQUI,False
Yavaros,Yavaros,YAVAROS,False
Ybarra,Ybarra,YBARRA,False
Yemina,Yemina,YEMINA,False
Yoplait,Yoplait,YOPLAIT,False
Yurécuaro,Yurécuaro,YURECUARO,False
Zebra. Grip. Pencil,Zebra. Grip. Pencil,ZEBRA. GRIP. PENCIL,False
Zebra. M-301,Zebra. M-301,ZEBRA. M-301,False
Zebra. Z-grip,Zebra. Z-grip,ZEBRA. Z-GRIP,False
Zebra. Z-grip. Plus,Zebra. Z-grip. Plus,ZEBRA. Z-GRIP. PLUS,False
Zest,Zest,ZEST,False
Zote,Zote,ZOTE,False
Zte,Zte,ZTE,False
Zucaritas. Kellogg's,Zucaritas. Kellogg's,ZUCARITAS. KELLOGG'S,False
Zucaritas. Kellogg?s,Zucaritas. Kellogg´s,ZUCARITAS. KELLOGG S,False
Zucaritas. Kellogg´s,Zucaritas. Kellogg´s,ZUCARITAS. KELLOGG S,False
Zukar´s,Zukar´s,ZUKAR S,False
Zuko,Zuko,ZUKO,False
Zulka,Zulka,ZULKA,False
Zuum,Zuum,ZUUM,False
Zuum. Klin,Zuum. Klin,ZUUM. KLIN,False
Zwan,Zwan,ZWAN,False
Zwan. Premium,Zwan. Premium,ZWAN. PREMIUM,False
Íntima. By Pro-selection,Íntima. By Pro-selection,INTIMA. BY PRO-SELECTION,False
