prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
1959,presentacion,presentacion,14-DQ2521LA. LAPTOP (PLATA). INTEL CORE I3/ WINDOWS 11. DISCO DURO 256 GB SSD/MEMORIA RAM 8 GB. 14 PLGS,14-dq2521la. Laptop (plata). Intel Core I3/ Windows 11. Disco Duro 256 Gb Ssd/memoria Ram 8 Gb. 14 Plgs.,sin_cantidad,35,False,Computadoras Portátiles,,
1960,presentacion,presentacion,F3507. FUR REAL. ROCKALOTS,F3507. Fur Real. Rockalots,sin_cantidad,35,False,Varios,,
1961,presentacion,presentacion,HJB40. TOY STORY. BUZZ LIGHYEAR ACCION CORTADORA,Hjb40. Toy Story. Buzz Lighyear Acción Cortadora,sin_cantidad,35,False,Muñecos Eléctricos,,
1962,presentacion,presentacion,HRY15. BARBIE. CUTIE REVEAL. SET DE REGALO DE PIJAMADA,Hry15. Barbie. Cutie Reveal. Set de Regalo de Pijamada,sin_cantidad,35,False,Varios,,
1963,presentacion,presentacion,LP1419IVSM. 14000 BTU S. TIPO PORTATIL. DUAL INVERTER,Lp1419ivsm. 14000 Btu´s. Tipo Portátil. Dual Inverter,sin_cantidad,35,False,Aires Acondicionados,,
1964,presentacion,presentacion,OLED 55 C5 PSA. 55 PLGS. OLED. PUERTO USB. SMART TV,OLED 55 C5 Psa. 55 Plgs. OLED. Puerto USB. Smart TV.,sin_cantidad,35,False,Pantallas,,
1965,presentacion,presentacion,X BOX. SERIES X. 1 TB. SIN JUEGO INCLUIDO,X Box. Series X. 1 Tb. Sin Juego Incluido,sin_cantidad,35,False,Electrónicos de Video,,
1966,presentacion,presentacion,#6072060. MONSTER JAM. RC EL TORO LOCO,#6072060. Monster Jam. Rc el Toro Loco,sin_cantidad,34,False,Motos y Carros Eléctricos,,
1967,presentacion,presentacion,#6072592. COOL MARKER. TALLER DE PULSERAS,#6072592. Cool Marker. Taller de Pulseras,sin_cantidad,34,False,Varios,,
1968,presentacion,presentacion,50 UA 8050 PSA. 50 PLGS. LED. PUERTO USB. SMART TV,50 Ua 8050 Psa. 50 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,34,False,Pantallas,,
1969,presentacion,presentacion,ART. NAC 54000. NANCY. NAILS STYLE,Art. Nac 54000. Nancy. Nails Style,sin_cantidad,34,False,Muñecas,,
1970,presentacion,presentacion,F7454. SPIDEY AND HIS AMAZING FRIENDS. SPIDEY BOLIDO ARACNIDO,F7454. Spidey And His Amazing Friends. Spidey Bólido Arácnido,sin_cantidad,34,False,Motos y Carros Mecánicos,,
1971,presentacion,presentacion,HKW11. POLLY POCKET. COLECCION DE MODAS ESTILO SAFARI,Hkw11. Polly Pocket. Colección de Modas Estilo Safari,sin_cantidad,34,False,Varios,,
1972,presentacion,presentacion,XBOX SERIES X. STREET FIGHTER,Xbox Series X. Street Fighter,sin_cantidad,34,False,Videojuegos,,
1973,presentacion,presentacion,11203. BLUEY. CASA FAMILIAR DE BLUEY,11203. Bluey. Casa Familiar de Bluey,sin_cantidad,33,False,Juguetes Armables,,
1974,presentacion,presentacion,70170 O 9220. GHOSTBUSTERS. ECTO 1,70170 o 9220. Ghostbusters. Ecto 1,sin_cantidad,33,False,Varios,,
1975,presentacion,presentacion,76304. BATMAN. BATIMOVIL DE BATMAN ETERNAMENTE,76304. Batman. Batimóvil de Batman Eternamente,sin_cantidad,33,False,Juguetes Armables,,
1976,presentacion,presentacion,GTN61. BARBIE. CLINICA MEDICA,Gtn61. Barbie. Clínica Médica,sin_cantidad,33,False,Muñecas,,
1977,presentacion,presentacion,HDY58. THOMAS & FRIENDS. FIX EM UP FRIENDS,Hdy58. Thomas & Friends. Fix´ Em Up Friends,sin_cantidad,33,False,Varios,,
1978,presentacion,presentacion,HMC04. TRACK BUILDER. PAQUETE DE ACROBACIAS EN LLAMAS,Hmc04. Track Builder. Paquete de Acrobacias en Llamas,sin_cantidad,33,False,Autopistas,,
1979,presentacion,presentacion,HMK01. SKATE. CONJUNTO DE SKATE OCTOPARK,Hmk01. Skate. Conjunto de Skate Octopark,sin_cantidad,33,False,Autopistas,,
1980,presentacion,presentacion,HNT95. POKEMON. CONJUNTO DE EVOLUCION DE MAGIKARP,Hnt95. Pokémon. Conjunto de Evolución de Magikarp,sin_cantidad,33,False,Juguetes Armables,,
1981,presentacion,presentacion,MANGA LARGA/BOLSAS FRONTALES/CON CINTA DE SUJECION. TALLA 12-18 (100% POLIESTER),Manga Larga/bolsas Frontales/con Cinta de Sujecion. Talla 12-18 (100% Poliester),sin_cantidad,33,False,Bata Escuela Oficial,,
1982,presentacion,presentacion,SONY PS4. EA SPORTS. F1 23,Sony Ps4. Ea Sports. F1 23,sin_cantidad,33,False,Videojuegos,,
1983,presentacion,presentacion,#6067084/#20142213. RUBBLE & CREW. RUBBLE S CONSTRUCTION FAMILY GIFT PACK,#6067084/#20142213. Rubble & Crew. Rubble´s Construction Family Gift Pack,sin_cantidad,32,False,Varios,,
1984,presentacion,presentacion,GNB14. IMAGINEXT. JURASSIC WORLD. T REX MORDIDA FEROZ,Gnb14. Imaginext. Jurassic World. T Rex Mordida Feroz,sin_cantidad,32,False,Varios,,
1985,presentacion,presentacion,HLW90. DISNEY MOANA 2. SET DE CUENTOS DE MOANA,Hlw90. Disney Moana 2. Set de Cuentos de Moana,sin_cantidad,32,False,Varios,,
1986,presentacion,presentacion,IDEAPAD SLIM 3. 15AMN8. 82XQ00NLLM. LAPTOP (AZUL). AMD RYZEN 3/WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 8 GB. 15.6 PLGS,Ideapad Slim 3. 15amn8. 82xq00nllm. Laptop (azul). Amd Ryzen 3/windows 11. Disco Duro 512 GB SSD/memoria RAM 8 GB. 15.6 Plgs.,sin_cantidad,32,False,Computadoras Portátiles,,
1987,presentacion,presentacion,MOD. G022Z01017. CHOCLO (VINIL) COLOR BLANCO NO. 23,Mod. G022z01017. Choclo (vinil) Color Blanco No. 23,sin_cantidad,32,False,Tenis,,
1988,presentacion,presentacion,UN 85U8200FF. 85 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 85u8200ff. 85 Plgs. Crystal. Puerto USB. Smart TV.,sin_cantidad,32,False,Pantallas,,
1989,presentacion,presentacion,#6073986. TECH DECK. SHRED N BLAST SK8BOARD,#6073986. Tech Deck. Shred N´ Blast Sk8board,sin_cantidad,31,False,Muñecos Eléctricos,,
1990,presentacion,presentacion,26476-FO-R0. LITTLE LIVE PETS. MI BORREGUITO MASCOTA,26476-fo-r0. Little Live Pets. Mi Borreguito Mascota,sin_cantidad,31,False,Varios,,
1991,presentacion,presentacion,AMD88. BARBIE. CABEZA PARA PEINAR Y ACCESORIOS,Amd88. Barbie. Cabeza para Peinar y Accesorios,sin_cantidad,31,False,Varios,,
1992,presentacion,presentacion,F5955. STAR WARS. OBI-WAN KENOBI O DARTH VADER,F5955. Star Wars. Obi-wan Kenobi o Darth Vader,sin_cantidad,31,False,Muñecos Eléctricos,,
1993,presentacion,presentacion,GALAXY TAB A8 O SM-X200. 10.5 PLGS. MEMORIA INTERNA 64 GB. MEMORIA RAM 4 GB,Galaxy Tab A8 o Sm-x200. 10.5 Plgs. Memoria Interna 64 Gb. Memoria Ram 4 Gb,sin_cantidad,31,False,Tablet,,
1994,presentacion,presentacion,HFK88. HOT WHEELS. MONSTER TRUCKS. TIGER SHARK CHOMP COURSE,Hfk88. Hot Wheels. Monster Trucks. Tiger Shark Chomp Course,sin_cantidad,31,False,Juguetes Armables,,
1995,presentacion,presentacion,HBFS40-07R. 16 PGLS. PEDESTAL. 3 VELOCIDADES,Hbfs40-07r. 16 Pgls. Pedestal. 3 Velocidades,sin_cantidad,30,False,Ventiladores,,
1996,presentacion,presentacion,HDP51. DISNEY PRINCESS. SET DE ATUENDOS DE CUENTOS DE HADAS,Hdp51. Disney Princess. Set de Atuendos de Cuentos de Hadas,sin_cantidad,30,False,Varios,,
1997,presentacion,presentacion,#6058281. PAW PATROL. ADVENTURE BAY RESCUE WAY,#6058281. Paw Patrol. Adventure Bay Rescue Way,sin_cantidad,29,False,Autopistas,,
1998,presentacion,presentacion,176045. JUEGO DE FORMAS Y COLORES. SHAPE SORTER PIXAR. NAVE DE BUZZ LIGHTYEAR,176045. Juego de Formas y Colores. Shape Sorter Pixar. Nave de Buzz Lightyear,sin_cantidad,29,False,Juguetes Educativos,,
1999,presentacion,presentacion,71193. CITY ACTION. PARQUE DE BOMBEROS,71193. City Action. Parque de Bomberos,sin_cantidad,29,False,Varios,,
2000,presentacion,presentacion,71620. GARAGE VESPA ANOS 60,71620. Garage Vespa Años 60,sin_cantidad,29,False,Varios,,
2001,presentacion,presentacion,HHM94. EVEN BIGGER BUILDING BAG 300 BLOCKS,Hhm94. Even Bigger Building Bag 300 Blocks,sin_cantidad,29,False,Juguetes Armables,,
2002,presentacion,presentacion,JDP64. DISNEY PRINCESS. BELLA. CASTILLO,Jdp64. Disney Princess. Bella. Castillo,sin_cantidad,29,False,Varios,,
2003,presentacion,presentacion,JFV05. POLY POCKET. COLLECTOR. PEANUTS,Jfv05. Poly Pocket. Collector. Peanuts,sin_cantidad,29,False,Varios,,
2004,presentacion,presentacion,MANGA LARGA/BOLSAS FRONTALES/CON CINTA DE SUJECION. TALLA 38-42 (100% POLIESTER),Manga Larga/bolsas Frontales/con Cinta de Sujecion. Talla 38-42 (100% Poliester),sin_cantidad,29,False,Bata Escuela Oficial,,
2005,presentacion,presentacion,MAX 5.6K 360. CHDHZ-203-RW. FORMATO MICRO SD. PUERTO USB,Max 5.6k 360. Chdhz-203-rw. Formato Micro Sd. Puerto USB,sin_cantidad,29,False,Videocámaras,,
2006,presentacion,presentacion,MOD. EF 0101. CHOCLO COLOR BLANCO CON FRANJAS (ROSE GOLD) NO. 25,Mod. Ef 0101. Choclo Color Blanco con Franjas (rose Gold) No. 25,sin_cantidad,29,False,Tenis,,
2007,presentacion,presentacion,SONY PS5. STREET FIGHTER,Sony Ps5. Street Fighter,sin_cantidad,29,False,Videojuegos,,
2008,presentacion,presentacion,119845. L.O.L. SURPRISE. BUBBLE SURPRISE,119845. L.o.l. Surprise. Bubble Surprise,sin_cantidad,28,False,Varios,,
2009,presentacion,presentacion,71418. PIRATES. BARCO PIRATA,71418. Pirates. Barco Pirata,sin_cantidad,28,False,Varios,,
2010,presentacion,presentacion,85U7QG. 85 PLGS. MINILED. PUERTO USB. SMART TV,85u7qg. 85 Plgs. Miniled. Puerto USB. Smart TV.,sin_cantidad,28,False,Pantallas,,
2011,presentacion,presentacion,F4055. TRANSFORMERS. RISE OF THE BEAST. BUMBLEBBE,F4055. Transformers. Rise Of The Beast. Bumblebbe,sin_cantidad,28,False,Varios,,
2012,presentacion,presentacion,GJM72. BARBIE. YOU CAN BE ANYTHING. GIMNASTA,Gjm72. Barbie. You Can Be Anything. Gimnasta,sin_cantidad,28,False,Muñecas,,
2013,presentacion,presentacion,LH 55 BEFHVGFXZX O BE55FX-H. 55 PLGS. LED. PUERTO USB. SMART TV,Lh 55 Befhvgfxzx o Be55fx-h. 55 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,28,False,Pantallas,,
2014,presentacion,presentacion,MATE PAD T10 O AGRK-W09. 9.7 PLGS. MEMORIA INTERNA 32 GB. MEMORIA RAM 2 GB,Mate Pad T10 o Agrk-w09. 9.7 Plgs. Memoria Interna 32 Gb. Memoria Ram 2 Gb,sin_cantidad,28,False,Tablet,,
2015,presentacion,presentacion,RS 27 T5200 S9 (SILVER). 778 DM3. 2 PUERTAS. VERTICALES. DESHIELO AUTOMATICO DE DURACION LARGA,Rs 27 T5200 S9 (silver). 778 Dm3. 2 Puertas. Verticales. Deshielo Automático de DuRación Larga,sin_cantidad,28,False,Refrigeradores,,
2016,presentacion,presentacion,76314. MARVEL. BATALLA DEL CAPITAN AMERICA: CIVIL WAR,76314. Marvel. Batalla del Capitán América: Civil War,sin_cantidad,27,False,Juguetes Armables,,
2017,presentacion,presentacion,76415. HARRY POTTER. BATALLA DE HOGWARTS,76415. Harry Potter. Batalla de Hogwarts,sin_cantidad,27,False,Juguetes Armables,,
2018,presentacion,presentacion,ART. 700017101. NENUCO. SIENTE SU CORAZON,Art. 700017101. Nenuco. Siente Su Corazón,sin_cantidad,27,False,Muñecas Eléctricas,,
2019,presentacion,presentacion,ASST. GLX80. DISNEY. PIXAR. TOY STORY. WOODY,Asst. Glx80. Disney. Pixar. Toy Story. Woody,sin_cantidad,27,False,Muñecos,,
2020,presentacion,presentacion,GALAXY TAB A7 O SM-T500. 10.4 PLGS. MEMORIA INTERNA 32 GB. MEMORIA RAM 3 GB,Galaxy Tab A7 o Sm-t500. 10.4 Plgs. Memoria Interna 32 Gb. Memoria Ram 3 Gb,sin_cantidad,27,False,Tablet,,
2021,presentacion,presentacion,HCM82. BARBIE. SPA MASCARILLA BRILLANTE,Hcm82. Barbie. Spa Mascarilla Brillante,sin_cantidad,27,False,Muñecas,,
2022,presentacion,presentacion,HLW96. DISNEY PRINCESS. SET DE CUENTOS DE ARIEL Y SUS HERMANAS,Hlw96. Disney Princess. Set de Cuentos de Ariel y Sus Hermanas,sin_cantidad,27,False,Varios,,
2023,presentacion,presentacion,MOD. MLDYTUR1017-L. CHOCLO COLOR BLANCO NO. 25,Mod. Mldytur1017-l. Choclo Color Blanco No. 25,sin_cantidad,27,False,Tenis,,
2024,presentacion,presentacion,VR182CW. 18000 BTU S. TIPO MINISPLIT. DUAL INVERTER,Vr182cw. 18000 Btu´s. Tipo Minisplit. Dual Inverter,sin_cantidad,27,False,Aires Acondicionados,,
2025,presentacion,presentacion,#6065255. PAW PATROL. ALL PAWS. GIFT SET,#6065255. Paw Patrol. All Paws. Gift Set,sin_cantidad,26,False,Varios,,
2026,presentacion,presentacion,76909. SPEED. CHAMPIONS. MERCEDES-AM GF1 W12 E PERFORMANCE Y MERCEDES-AMG PROJECT ONE,76909. Speed. Champions. Mercedes-am Gf1 W12 e Performance y Mercedes-amg Project One,sin_cantidad,26,False,Juguetes Armables,,
2027,presentacion,presentacion,98 UT 9050 PSA. 98 PLGS. LED. PUERTO USB. SMART TV,98 Ut 9050 Psa. 98 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,26,False,Pantallas,,
2028,presentacion,presentacion,F 3365 AST. MARVEL. THOR LOVE AND THUNDER. THOR,F 3365 Ast. Marvel. Thor Love And Thunder. Thor,sin_cantidad,26,False,Muñecos,,
2029,presentacion,presentacion,F2078. MY LITTLE PONY. COLECCION MIS AMIGAS FAVORITAS,F2078. My Little Pony. Colección Mis Amigas Favoritas,sin_cantidad,26,False,Varios,,
2030,presentacion,presentacion,HLW20. DISNEY. PRINCESS. CARRITO HORA DEL TE DE BELLA,Hlw20. Disney. Princess. Carrito Hora del Té de Bella,sin_cantidad,26,False,Muñecas,,
2031,presentacion,presentacion,HLW95. DISNEY PRINCESS.. CASTILLO APLILABLE DE ARIEL TIERRA Y MAR,Hlw95. Disney Princess.. Castillo Aplilable de Ariel Tierra y Mar,sin_cantidad,26,False,Varios,,
2032,presentacion,presentacion,HPH64. PIXAR CARS. MOVING MOMENTS. RAYO MCQUEEN,Hph64. Pixar Cars. Moving Moments. Rayo Mcqueen,sin_cantidad,26,False,Motos y Carros Mecánicos,,
2033,presentacion,presentacion,JCG13. HAMMOND COLLECTION. ALLOSAURUS,Jcg13. Hammond Collection. Allosaurus,sin_cantidad,26,False,Varios,,
2034,presentacion,presentacion,JFF05. BARNEY S WORLD. HEART HANDS BARNEY,Jff05. Barney´s World. Heart Hands Barney,sin_cantidad,26,False,Muñecos Eléctricos,,
2035,presentacion,presentacion,MAX 2 TRUE 8K 360. CHDHZ-311-RW. FORMATO MICRO SD. PUERTO USB,Max 2 True 8k 360. Chdhz-311-rw. Formato Micro Sd. Puerto USB,sin_cantidad,26,False,Videocámaras,,
2036,presentacion,presentacion,MOD. G022Z01017. CHOCLO (VINIL) COLOR BLANCO NO. 27,Mod. G022z01017. Choclo (vinil) Color Blanco No. 27,sin_cantidad,26,False,Tenis,,
2037,presentacion,presentacion,XBOX ONE. EA SPORTS. MADDEN NFL 24,Xbox One. Ea Sports. Madden Nfl 24,sin_cantidad,26,False,Videojuegos,,
2038,presentacion,presentacion,#6069755. GABBY S DOLLHOUSE. GABBY S PARTY ROOM PLAY SET,#6069755. Gabby´s Dollhouse. Gabby´s Party Room Play Set,sin_cantidad,25,False,Varios,,
2039,presentacion,presentacion,65QD6QV. 65 PLGS. QLED. PUERTO USB. SMART TV,65qd6qv. 65 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,25,False,Pantallas,,
2040,presentacion,presentacion,CM0910BKD. CAPACIDAD 12 TAZAS,Cm0910bkd. Capacidad 12 Tazas,sin_cantidad,25,False,Cafeteras,,
2041,presentacion,presentacion,ECHO DOT MAX. COLOR BLANCA O NEGRA,Echo Dot Max. Color Blanca o Negra,sin_cantidad,25,False,Asistentes de Voz,,
2042,presentacion,presentacion,F5855. NERF. DINOSQUAD. ARMORSTRIKE,F5855. Nerf. Dinosquad. Armorstrike,sin_cantidad,25,False,Varios,,
2043,presentacion,presentacion,GMR16. IMAGINEXT. JURASSIC WORLD. INDOMINUS REX,Gmr16. Imaginext. Jurassic World. Indominus Rex,sin_cantidad,25,False,Varios,,
2044,presentacion,presentacion,HHB70. BARBIE. KITTY CONDO,Hhb70. Barbie. Kitty Condo,sin_cantidad,25,False,Muñecas,,
2045,presentacion,presentacion,HKD79. BARBIE. SKIPPER. FIRST JOBS,Hkd79. Barbie. Skipper. First Jobs,sin_cantidad,25,False,Muñecas,,
2046,presentacion,presentacion,HRC34. THOMAS & FRIENDS. SET DE TREN PARLANTE DE CRANKY DELIVERY,Hrc34. Thomas & Friends. Set de Tren Parlante de Cranky Delivery,sin_cantidad,25,False,Varios,,
2047,presentacion,presentacion,IDEAPAD SLIM 3. 15AMN8. 82XQ00LTLM. LAPTOP (GRIS). AMD RYZEN 5/WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 8 GB. 15.6 PLGS,Ideapad Slim 3. 15amn8. 82xq00ltlm. Laptop (gris). Amd Ryzen 5/windows 11. Disco Duro 512 GB SSD/memoria RAM 8 GB. 15.6 Plgs.,sin_cantidad,25,False,Computadoras Portátiles,,
2048,presentacion,presentacion,KD-65X75K. 65 PLGS. LED. PUERTO USB. SMART TV,Kd-65x75k. 65 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,25,False,Pantallas,,
2049,presentacion,presentacion,MOD. G022Z01018. CHOCLO (VINIL) COLOR BLANCO NO. 23,Mod. G022z01018. Choclo (vinil) Color Blanco No. 23,sin_cantidad,25,False,Tenis,,
2050,presentacion,presentacion,MOD. G222Z01007. CHOCLO COLOR BLANCO NO. 21,Mod. G222z01007. Choclo Color Blanco No. 21,sin_cantidad,25,False,Tenis,,
2051,presentacion,presentacion,UN 50U8200FF. 50 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 50u8200ff. 50 Plgs. Crystal. Puerto USB. Smart TV.,sin_cantidad,25,False,Pantallas,,
2052,presentacion,presentacion,WFR 7100 D00. 30 PLGS. 6 QUEMADORES ENCENDIDO ELECTRONICO. COLOR ACERO,Wfr 7100 D00. 30 Plgs. 6 Quemadores Encendido Electrónico. Color Acero,sin_cantidad,25,False,Estufas,,
2053,presentacion,presentacion,#6067474/#20142922. DC. ARMOR- UP. BATMAN MASK,#6067474/#20142922. Dc. Armor- Up. Batman Mask,sin_cantidad,24,False,Varios,,
2054,presentacion,presentacion,13024 O 88182. BLUEY. BLUEY S FAMILY HOME,13024 o 88182. Bluey. Bluey´s Family Home,sin_cantidad,24,False,Varios,,
2055,presentacion,presentacion,15-FD0151LA. LAPTOP (GRIS). INTEL CORE I5/ WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 8GB. 15.6 PLGS,15-fd0151la. Laptop (gris). Intel Core I5/ Windows 11. Disco Duro 512 GB SSD/memoria RAM 8gb. 15.6 Plgs.,sin_cantidad,24,False,Computadoras Portátiles,,
2056,presentacion,presentacion,43QD6QV. 43 PLGS. QLED. PUERTO USB. SMART TV,43qd6qv. 43 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,24,False,Pantallas,,
2057,presentacion,presentacion,6065074. GABBY S DOLLHOUSE. HORNO PARA ELABORAR CREACIONES CON CAKEY,6065074. Gabby´s Dollhouse. Horno para Elaborar Creaciones con Cakey,sin_cantidad,24,False,Varios,,
2058,presentacion,presentacion,ART. NFN 20000. NENUCO. GAFAS,Art. Nfn 20000. Nenuco. Gafas,sin_cantidad,24,False,Muñecas,,
2059,presentacion,presentacion,ART. PNY 48000. PINYPON. TERRIFIC,Art. Pny 48000. Pinypon. Terrific,sin_cantidad,24,False,Varios,,
2060,presentacion,presentacion,F0803. NERF. DINOSQUAD. TRICERA-BLAST,F0803. Nerf. Dinosquad. Tricera-blast,sin_cantidad,24,False,Varios,,
2061,presentacion,presentacion,F3840. TITAN HERO SERIES. SPIDER-MAN. THE SPOT,F3840. Titan Hero Series. Spider-man. The Spot,sin_cantidad,24,False,Muñecos,,
2062,presentacion,presentacion,HGP33. TRIBOT. ROBOT DE APRENDIZAJE,Hgp33. Tribot. Robot de Aprendizaje,sin_cantidad,24,False,Juguetes Educativos,,
2063,presentacion,presentacion,HJL90. LITTLE PEOPLE. CAMPER DE AVENTURAS Y APRENDIZAJE,Hjl90. Little People. Camper de Aventuras y Aprendizaje,sin_cantidad,24,False,Motos y Carros Eléctricos,,
2064,presentacion,presentacion,HNC08. MINECRAFT. EL DEVORADOR,Hnc08. Minecraft. el Devorador,sin_cantidad,24,False,Varios,,
2065,presentacion,presentacion,MOD. EF 0101. CHOCLO COLOR BLANCO CON FRANJAS (ROSE GOLD) NO. 27,Mod. Ef 0101. Choclo Color Blanco con Franjas (rose Gold) No. 27,sin_cantidad,24,False,Tenis,,
2066,presentacion,presentacion,MOD. MLDYTUR1017-L. CHOCLO COLOR BLANCO NO. 23,Mod. Mldytur1017-l. Choclo Color Blanco No. 23,sin_cantidad,24,False,Tenis,,
2067,presentacion,presentacion,SONY PS5. MORTAL 1 KOMBAT,Sony Ps5. Mortal 1 Kombat,sin_cantidad,24,False,Videojuegos,,
2068,presentacion,presentacion,13009. BLUEY. BLUEY Y FAMILIA,13009. Bluey. Bluey y Familia,sin_cantidad,23,False,Varios,,
2069,presentacion,presentacion,ART. 700017205. NENUCO. PANAL MAGICO,Art. 700017205. Nenuco. Pañal Mágico,sin_cantidad,23,False,Muñecas Eléctricas,,
2070,presentacion,presentacion,F6313. NERF SUPER SOAKER. DINOSQUAD. TERRODAK,F6313. Nerf Super Soaker. Dinosquad. Terrodak,sin_cantidad,23,False,Varios,,
2071,presentacion,presentacion,GALAXY TAB S9 FE O SM-X510. 10.9 PLGS. MEMORIA INTERNA 128 GB. MEMORIA RAM 6 GB,Galaxy Tab S9 Fe o Sm-x510. 10.9 Plgs. Memoria Interna 128 Gb. Memoria Ram 6 Gb.,sin_cantidad,23,False,Tablet,,
2072,presentacion,presentacion,HHN04. DISNEY. PIXAR. CARS. AVENTURA DE CARRERAS DEL RAYO MCQUEEN,Hhn04. Disney. Pixar. Cars. Aventura de Carreras del Rayo Mcqueen,sin_cantidad,23,False,Juguetes Armables,,
2073,presentacion,presentacion,HJY88. BARBIE CHELSEA. FIESTA DE PERRITOS,Hjy88. Barbie Chelsea. Fiesta de Perritos,sin_cantidad,23,False,Varios,,
2074,presentacion,presentacion,HMB23-9665. JEEP WRANGLER,Hmb23-9665. Jeep Wrangler,sin_cantidad,23,False,Juguetes Montables Eléctricos,,
2075,presentacion,presentacion,HT3128MX. PEDESTAL. 5 VELOCIDADES. TAZON ACERO INOXIDABLE,Ht3128mx. Pedestal. 5 Velocidades. Tazón Acero Inoxidable,sin_cantidad,23,False,Batidoras,,
2076,presentacion,presentacion,MOD. G022Z01017. CHOCLO (VINIL) COLOR BLANCO NO. 25,Mod. G022z01017. Choclo (vinil) Color Blanco No. 25,sin_cantidad,23,False,Tenis,,
2077,presentacion,presentacion,MOD. G022Z01018. CHOCLO (VINIL) COLOR BLANCO NO. 25,Mod. G022z01018. Choclo (vinil) Color Blanco No. 25,sin_cantidad,23,False,Tenis,,
2078,presentacion,presentacion,MOD. G022Z01018. CHOCLO (VINIL) COLOR BLANCO NO. 27,Mod. G022z01018. Choclo (vinil) Color Blanco No. 27,sin_cantidad,23,False,Tenis,,
2079,presentacion,presentacion,MOD. MLDYTUR1017-L. CHOCLO COLOR BLANCO NO. 21,Mod. Mldytur1017-l. Choclo Color Blanco No. 21,sin_cantidad,23,False,Tenis,,
2080,presentacion,presentacion,UN 43U8200FF. 43 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 43u8200ff. 43 Plgs. Crystal. Puerto USB. Smart TV.,sin_cantidad,23,False,Pantallas,,
2081,correccion_texto,nombre_comercial,,Pescadería Mu?oz Matriz,sin_candidato_unico,23,False,Almeja,,
2082,correccion_texto,nombre_comercial,,Pescadería Vi?a del Mar,sin_candidato_unico,23,False,Almeja,,
2083,presentacion,presentacion,#6072961. PAW PATROL. FIRE RESCUE TEAM PACK,#6072961. Paw Patrol. Fire Rescue Team Pack,sin_cantidad,22,False,Varios,,
2084,presentacion,presentacion,14-DQ2522LA. LAPTOP (PLATA). INTEL CORE I5/ WINDOWS 11. DISCO DURO 256 GB SSD/MEMORIA RAM 8 GB. 14 PLGS,14-dq2522la. Laptop (plata). Intel Core I5/ Windows 11. Disco Duro 256 Gb Ssd/memoria Ram 8 Gb. 14 Plgs.,sin_cantidad,22,False,Computadoras Portátiles,,
2085,presentacion,presentacion,ART. NAC 23000. NANCY. NEON,Art. Nac 23000. Nancy. Neón,sin_cantidad,22,False,Muñecas,,
2086,presentacion,presentacion,MOD. G222Z01007. CHOCLO COLOR BLANCO NO. 23,Mod. G222z01007. Choclo Color Blanco No. 23,sin_cantidad,22,False,Tenis,,
2087,presentacion,presentacion,MOD. G222Z01007. CHOCLO COLOR BLANCO NO. 25,Mod. G222z01007. Choclo Color Blanco No. 25,sin_cantidad,22,False,Tenis,,
2088,presentacion,presentacion,6063925. STICH N STYLE. COOL MARKER,6063925. Stich ´n Style. Cool Marker,sin_cantidad,21,False,Varios,,
2089,presentacion,presentacion,ART. 700017206. NENUCO. DE PASEO CON MATEO,Art. 700017206. Nenuco. de Paseo con Mateo,sin_cantidad,21,False,Muñecas,,
2090,presentacion,presentacion,HLH23. ENCHANTIMALS. BABY BEST FRIENDS. CONJUNTO DE JUEGO GUARDERIA DE MONADAS,Hlh23. Enchantimals. Baby Best Friends. Conjunto de Juego Guarderia de Monadas,sin_cantidad,21,False,Varios,,
2091,presentacion,presentacion,HPL70. BARBIE CHELSEA. CASA DEL ARBOL,Hpl70. Barbie Chelsea. Casa del Árbol,sin_cantidad,21,False,Varios,,
2092,presentacion,presentacion,MOD. G222Z01008. CHOCLO COLOR BLANCO NO. 27,Mod. G222z01008. Choclo Color Blanco No. 27,sin_cantidad,21,False,Tenis,,
2093,presentacion,presentacion,0230125. PATIN/SCOOTER. FROZEN. ELSA O ANNA,0230125. Patin/scooter. Frozen. Elsa o Anna,sin_cantidad,20,False,Juguetes Montables,,
2094,presentacion,presentacion,75 UA 8050 PSA. 75 PLGS. LED. PUERTO USB. SMART TV,75 Ua 8050 Psa. 75 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,20,False,Pantallas,,
2095,presentacion,presentacion,76416. HARRY POTTER. BAUL DE QUIDDITCH,76416. Harry Potter. Baúl de Quidditch,sin_cantidad,20,False,Juguetes Armables,,
